"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"2472152","15060461110025921001000000U4","MISCELANEA UVVAC",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","CALLE","COLECTOR","CALLE","VILLA MAGISTERIAL","PRIVADA","PRIVADA DE LOS UNIVERSITARIOS","CALLE","CONDOMINIO B",,"SN",,,,,"COLONIA","VILLA MAGISTERIAL",,,,"54473","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","1041","015","5518563652",,,"Semifijo","19.59219448","-99.27930044","2014-12"
"9285926","15060461212000332000000000U7","MODELORAMA","MODELORAMA ","461212","Comercio al por menor de cerveza","6 a 10 personas","CALLE","20 DE NOVIEMBRE","PRIVADA","NINGUNO","PRIVADA","NINGUNO","OTRO (ESPECIFIQUE)","ARROYO",,"SN",,,,,"COLONIA","SAN ISIDRO LA PAZ",,,,"54477","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0448","002",,,,"Fijo","19.62334379","-99.28343753","2020-11"
"2403534","15060461140000251000000000U2","MOLINO DE CHILES SAN PEDRO",,"461140","Comercio al por menor de semillas y granos alimenticios, especias y chiles secos","6 a 10 personas","CALLE","20 DE NOVIEMBRE","AVENIDA","16 DE SEPTIEMBRE","CALLE","NICOLAS ROMERO","CALLE","FERNANDO MONTES DE OCA","26","SN",,,,,"COLONIA","JUAREZ CENTRO",,,,"54400","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","006",,,,"Fijo","19.62435249","-99.31710047","2010-07"
"8478844","15060461121003402000000000S8","MR BRANGUS",,"461121","Comercio al por menor de carnes rojas","6 a 10 personas","CALLE","JUAN DE LA BARRERA","CALLE","FERNANDO MONTES DE OCA","CALLE","AGUSTIN MELGAR","CALLE","NICOLÁS ROMERO",,"SN",,,,,"COLONIA","NICOLAS ROMERO CENTRO",,,,"54400","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","007",,,,"Fijo","19.62560715","-99.31347595","2019-11"
"2413465","15060461190000521001000000U3","PANADERIA SANDI",,"461190","Comercio al por menor de otros alimentos","6 a 10 personas","CALLE","NINGUNO","AVENIDA","ADOLFO LOPEZ MATEOS","CERRADA","ENCINO","CALLE","MIGUEL HIDALGO","0","SN",,,"0",,"LOCALIDAD","SANTA MARIA MAGDALENA CAHUACAN",,,,"54430","15","MÉXICO                      ","060","Nicolás Romero","0004","Santa María Magdalena Cahuacán","0081","018","5589924017",,,"Fijo","19.64210699","-99.41408545","2010-07"
"2402721","15060462112000061001000000U3","PESCADERIA GONZÁLEZ",,"461123","Comercio al por menor de pescados y mariscos","6 a 10 personas","AVENIDA","BENITO JUAREZ","CALLE","20 DE NOVIEMBRE","CALLE","AGUSTIN MELGAR","CALLE","NIÑOS HÉROES","4",,,,"0",,"COLONIA","JUAREZ CENTRO",,,,"54400","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","033",,,,"Fijo","19.62579535","-99.31570509","2010-07"
"2402826","15060461122000661001000000U0","POLLERIA SIN NOMBRE",,"461122","Comercio al por menor de carne de aves","6 a 10 personas","AVENIDA","BENITO JUAREZ","CALLE","20 DE NOVIEMBRE","CALLE","AGUSTIN MELGAR","CALLE","NIÑOS HÉROES","14",,,,"0",,"COLONIA","JUAREZ CENTRO",,,,"54400","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","033","5514990064",,,"Fijo","19.62579534","-99.31570511","2010-07"
"2408363","15060461110003391001000000U6","RECAUDERIA ARCOIRIS",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","AVENIDA","LA COLMENA","AVENIDA","COLMENA","CALLE","CHAPULIN","CALLE","LANGOSTA","28",,"MECADO PUBLICO","PLANTA BAJA",,,"FRACCIONAMIENTO","ARCOIRIS","MERCADO PUBLICO","ARCOIRIS","28","54467","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","1126","029",,,,"Fijo","19.6001522","-99.29058991","2010-07"
"8902604","15060461110034412000000000U3","TIENDA DOÑA ROSA",,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","AVENIDA","PRIMERO DE MAYO","CALLE","ITURBIDE","CALLE","AMADO NERVO","CALLE","ITURBIDE",,"SN",,,,,"COLONIA","HIDALGO",,,,"54434","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0804","025",,,,"Fijo","19.61977842","-99.31536867","2019-11"
"9346814","15060461110044142000000000U4","TIENDAS 3B","TIENDAS 3B SA DE CV","461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","6 a 10 personas","CALLE","CALLE A SANTA ANA","CALLE","PLAN DE SAN LUIS","CALLE","16 DE SEPTIEMBRE","CALLE","21 DE MARZO",,"SN",,,,,"COLONIA","FRANCISCO I MADER",,,,,"15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","026A","011",,"T216COLMENA2@TIENDAS3B.COM","TIENDA3B","Fijo","19.60273808","-99.3052411","2021-05"
"2402458","15060311812001412011000000U5","VENTA DE ELOTES MICKEYS",,"461130","Comercio al por menor de frutas y verduras frescas","6 a 10 personas","AVENIDA","BENITO JUAREZ","CALLE","LERDO DE TEJADA","CALLE","ARTURO PAREDES","CALLE","GUILLERMO PRIETO",,"SN",,,,,"COLONIA","NICOLAS ROMERO CENTRO",,,,"54405","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0537","028",,,,"Fijo","19.62652338","-99.3138523","2010-07"
"2406819","15060461130002401001000000U2","VENTA DE ELOTES Y ESQUITES PRISCILIANO CENTRO BOTANERO",,"461130","Comercio al por menor de frutas y verduras frescas","6 a 10 personas","CALLE","ANTIGUA CARRETERA A NICOLAS ROMERO","CALLE","CAMINO A PUEBLO VIEJO","CALLE","AVENIDA MEXICO","CERRADA","NINGUNO",,"SN",,,,,"FRACCIONAMIENTO","BULEVARES DEL LAGO",,,,"54474","15","MÉXICO                      ","060","Nicolás Romero","0001","Ciudad Nicolás Romero","0293","099","5533122154",,,"Fijo","19.60198136","-99.27634646","2010-07"
